"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","created2"
"99","RT @DashcamGT: Y luego se hacen las víctimas, cuando ellos mismos se ponen en peligro. Aparte de ir contra la vía, coloca el pie en el carr…",FALSE,0,NA,2018-10-19 20:58:54,FALSE,NA,"1053390054675091456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eduardo7105",12,TRUE,FALSE,NA,NA,2018-10-19 14:58:54
"100","RT @Cperezm_pl: #Chimaltenango | Regulan tránsito vehicular en cruce peligroso de San Miguel Morazán, El Tejar, en #TráficoGT https://t.co/…",FALSE,0,NA,2018-10-19 20:58:26,FALSE,NA,"1053389936383193088",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",2,TRUE,FALSE,NA,NA,2018-10-19 14:58:26
"101","#Chimaltenango | Regulan tránsito vehicular en cruce peligroso de San Miguel Morazán, El Tejar, en #TráficoGT… https://t.co/VU4bmfr5Po",FALSE,5,NA,2018-10-19 20:58:12,TRUE,NA,"1053389877469941763",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Cperezm_pl",2,FALSE,FALSE,NA,NA,2018-10-19 14:58:12
"102","RT @DashcamGT: Si hay un carro con pide vías puesto para virar debes esperar para rebasar. El motorista tuvo que esperar para no arriesgars…",FALSE,0,NA,2018-10-19 20:58:09,FALSE,NA,"1053389863196782597",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eduardo7105",8,TRUE,FALSE,NA,NA,2018-10-19 14:58:09
"103","RT @amilcarmontejo: Cuesta Villa Lobos bloqueada por tráiler averiado. Quita carriles para usuarios de Ruta El Pacífico para calzada Aguila…",FALSE,0,NA,2018-10-19 20:56:00,FALSE,NA,"1053389322567729152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rjletona",23,TRUE,FALSE,NA,NA,2018-10-19 14:56:00
"104","RT @rutnoemi_: POR FAVOR AYUDA!! Los vecinos de enfrente me obligaron a quitar mi carro de ese parqueo. ¿eso es legal? ¿o si me puedo parqu…",FALSE,0,NA,2018-10-19 20:49:44,FALSE,NA,"1053387745144516611",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Tercoguerrero",9,TRUE,FALSE,NA,NA,2018-10-19 14:49:44
"105","RT @YOpino_Que: @PMTVILLACANALES @traficogt lento en subida de Boca del Monte a Villa Hermosa. Urge ayuda. Gracias.",FALSE,0,NA,2018-10-19 20:49:02,FALSE,NA,"1053387570611175424",NA,"<a href=""https://noticiasguatemala2.com"" rel=""nofollow"">Pota APP</a>","NoticiasGT_",2,TRUE,FALSE,NA,NA,2018-10-19 14:49:02
"106","Ya hay algo de #traficogt en ruta a Boca del Monte desde AV. Hincapié,  inicia en plaza Berlín",FALSE,0,NA,2018-10-19 20:48:17,FALSE,NA,"1053387382224048129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neobrr",0,FALSE,FALSE,NA,NA,2018-10-19 14:48:17
"107","RT @DashcamGT: Y luego se hacen las víctimas, cuando ellos mismos se ponen en peligro. Aparte de ir contra la vía, coloca el pie en el carr…",FALSE,0,NA,2018-10-19 20:45:20,FALSE,NA,"1053386639102357510",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guayo_molina_ca",12,TRUE,FALSE,NA,NA,2018-10-19 14:45:20
"108","RT @amilcarmontejo: Cuesta Villa Lobos bloqueada por tráiler averiado. Quita carriles para usuarios de Ruta El Pacífico para calzada Aguila…",FALSE,0,NA,2018-10-19 20:41:49,FALSE,NA,"1053385756536963074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moyimozo",23,TRUE,FALSE,NA,NA,2018-10-19 14:41:49
